id,loan_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,purpose,title,zip_code,dti,fico_range_low,tot_cur_bal,loan_status
68476697,15700, 60 months,16.59,386.74,6 years,MORTGAGE,48000,Not Verified,credit_card,Credit card refinancing,707xx,29.13,685,270017,Charged Off
68566856,28800, 60 months,11.99,640.5,10+ years,OWN,60000,Not Verified,debt_consolidation,Debt consolidation,331xx,18.01,800,41270,Charged Off
68543413,10000, 36 months,12.88,336.37,4 years,MORTGAGE,91392,Not Verified,house,Home buying,644xx,9.44,710,304514,Fully Paid
68366663,24000, 60 months,9.8,507.58,,OWN,77900,Not Verified,home_improvement,Home improvement,376xx,10.24,740,127412,Charged Off
68416916,28000, 60 months,18.49,718.51,10+ years,MORTGAGE,75000,Verified,debt_consolidation,Debt consolidation,471xx,31.88,685,193745,Fully Paid
68444620,35000, 60 months,11.99,778.38,10+ years,MORTGAGE,128000,Source Verified,home_improvement,Home improvement,200xx,6.46,685,146867,Fully Paid
68082535,7200, 36 months,9.17,229.53,10+ years,MORTGAGE,50000,Not Verified,debt_consolidation,Debt consolidation,015xx,19.25,675,218695,Fully Paid
68466995,10000, 36 months,7.91,312.95,2 years,RENT,40100,Not Verified,credit_card,Credit card refinancing,453xx,10.81,680,27354,Fully Paid
68584507,16000, 60 months,13.44,367.67,1 year,RENT,42000,Not Verified,credit_card,Credit card refinancing,019xx,9.6,670,83690,Charged Off
68466924,21875, 36 months,11.99,726.46,< 1 year,RENT,47590,Source Verified,credit_card,Credit card refinancing,347xx,17.76,700,40976,Fully Paid
68367009,14025, 60 months,18.49,359.9,10+ years,MORTGAGE,39000,Verified,debt_consolidation,Debt consolidation,546xx,18,675,60381,Fully Paid
68475450,35000, 60 months,12.88,794.21,7 years,MORTGAGE,106000,Source Verified,debt_consolidation,Debt consolidation,351xx,17.36,730,299890,Charged Off
68525943,20000, 36 months,12.88,672.73,10+ years,MORTGAGE,145000,Not Verified,debt_consolidation,Debt consolidation,029xx,12.28,695,429218,Fully Paid
68340446,14000, 60 months,14.85,331.96,2 years,MORTGAGE,60000,Not Verified,debt_consolidation,,852xx,24.29,690,70789,Charged Off
68615169,16000, 60 months,8.49,328.19,5 years,MORTGAGE,62000,Source Verified,credit_card,Credit card refinancing,936xx,28.92,720,227708,In Grace Period
68397043,28000, 60 months,14.85,663.92,2 years,MORTGAGE,85000,Not Verified,debt_consolidation,Debt consolidation,300xx,28.52,670,256638,Charged Off
68506862,20000, 60 months,13.99,465.27,10+ years,OWN,70000,Source Verified,debt_consolidation,Debt consolidation,210xx,16.9,680,34856,Charged Off
68341799,17600, 60 months,19.89,465.22,< 1 year,RENT,44000,Verified,credit_card,,322xx,17.56,680,133285,Charged Off
68487261,4200, 36 months,13.44,142.41,10+ years,MORTGAGE,102500,Not Verified,debt_consolidation,Debt consolidation,134xx,26.21,700,197024,Fully Paid
68597047,19000, 60 months,14.85,450.52,9 years,OWN,75000,Not Verified,credit_card,Credit card refinancing,112xx,13.09,665,72043,Fully Paid
68366999,15850, 60 months,23.13,448.01,10+ years,OWN,45000,Not Verified,debt_consolidation,Debt consolidation,440xx,34.85,755,45025,Fully Paid
68506885,10000, 60 months,11.99,222.4,10+ years,RENT,42500,Not Verified,debt_consolidation,Debt consolidation,460xx,31.04,705,41166,Charged Off
68394562,30000, 36 months,15.77,1051.31,2 years,MORTGAGE,175000,Not Verified,home_improvement,Home improvement,430xx,18.5,725,408118,Fully Paid
68416953,1500, 36 months,6.49,45.97,,MORTGAGE,45000,Not Verified,vacation,Vacation,967xx,16.11,745,158643,Fully Paid
68587652,25000, 36 months,5.32,752.87,1 year,MORTGAGE,150000,Not Verified,credit_card,Credit card refinancing,054xx,9.54,795,430856,Fully Paid
68407333,16250, 60 months,13.44,373.41,2 years,MORTGAGE,50000,Not Verified,debt_consolidation,Debt consolidation,128xx,34.95,690,201184,Charged Off
68466066,20200, 60 months,18.49,518.35,4 years,RENT,60000,Source Verified,debt_consolidation,Debt consolidation,958xx,34.84,720,43224,Charged Off
68436934,23975, 60 months,19.89,633.73,10+ years,RENT,70000,Not Verified,credit_card,Credit card refinancing,220xx,33.2,685,57655,Charged Off
68617057,15000, 60 months,10.78,324.5,10+ years,MORTGAGE,65000,Not Verified,debt_consolidation,Debt consolidation,350xx,29.28,720,224194,Fully Paid
68536799,10000, 36 months,10.78,326.35,3 years,MORTGAGE,41600,Not Verified,debt_consolidation,Debt consolidation,472xx,15.78,695,168304,Fully Paid
68357012,15000, 36 months,8.49,473.45,6 years,MORTGAGE,110000,Not Verified,credit_card,Credit card refinancing,085xx,13.24,670,327836,Fully Paid
68376217,23100, 60 months,20.5,618.46,2 years,OWN,110000,Not Verified,car,Car financing,197xx,20.43,660,55048,Charged Off
68526942,27300, 36 months,17.27,977,10+ years,MORTGAGE,65000,Not Verified,home_improvement,Home improvement,117xx,25.63,660,238105,Charged Off
68396080,25000, 60 months,11.48,549.57,10+ years,MORTGAGE,135000,Not Verified,credit_card,Credit card refinancing,774xx,4.65,705,23522,Fully Paid
68385794,15000, 36 months,10.78,489.52,1 year,RENT,40000,Verified,credit_card,Credit card refinancing,787xx,10.17,670,12272,Fully Paid
68374676,10000, 60 months,16.59,246.33,< 1 year,RENT,30000,Source Verified,debt_consolidation,Debt consolidation,447xx,30.84,715,65214,Fully Paid
68547679,18500, 60 months,12.88,419.8,10+ years,MORTGAGE,70000,Source Verified,debt_consolidation,Debt consolidation,752xx,13.2,675,123863,Fully Paid
68537594,5000, 36 months,7.91,156.48,6 years,RENT,32000,Source Verified,credit_card,Credit card refinancing,434xx,13.73,685,11665,Fully Paid
68565856,9000, 36 months,9.17,286.92,1 year,OWN,50000,Not Verified,debt_consolidation,Debt consolidation,670xx,11.98,800,40272,Fully Paid
68367006,11000, 36 months,6.49,337.09,10+ years,MORTGAGE,85000,Not Verified,credit_card,Credit card refinancing,016xx,15,755,32193,Fully Paid
68426699,20000, 36 months,6.49,612.89,6 years,MORTGAGE,55000,Not Verified,debt_consolidation,Debt consolidation,381xx,29.15,750,205155,Fully Paid
68377020,15000, 36 months,5.32,451.73,,RENT,80000,Not Verified,debt_consolidation,Debt consolidation,236xx,20.18,775,330562,Fully Paid
68446746,12000, 36 months,5.32,361.38,4 years,MORTGAGE,53750,Source Verified,debt_consolidation,Debt consolidation,850xx,15.3,700,142615,Fully Paid
68537564,8000, 36 months,10.78,261.08,< 1 year,MORTGAGE,45000,Not Verified,debt_consolidation,Debt consolidation,482xx,21.23,670,148154,Fully Paid
68446784,12000, 36 months,10.78,391.62,3 years,RENT,40000,Not Verified,credit_card,Credit card refinancing,070xx,31.95,665,31915,Fully Paid
68376533,18000, 36 months,7.49,559.83,5 years,MORTGAGE,75000,Not Verified,debt_consolidation,Debt consolidation,030xx,25.65,715,304914,Fully Paid
68476714,3600, 36 months,11.48,118.68,< 1 year,MORTGAGE,85000,Source Verified,debt_consolidation,Debt consolidation,220xx,17.44,,407032,Fully Paid
66615254,7200, 36 months,17.27,257.67,9 years,OWN,20000,Verified,debt_consolidation,Debt consolidation,023xx,13.21,,7302,Charged Off
68396484,15000, 60 months,13.44,344.69,4 years,RENT,77213,Source Verified,credit_card,Credit card refinancing,347xx,18.17,670,155521,Fully Paid
68416256,5000, 36 months,9.8,160.87,6 years,OWN,72000,Not Verified,other,Other,280xx,6.52,710,142064,Fully Paid
68446093,11550, 60 months,16.59,284.51,5 years,RENT,38000,Not Verified,credit_card,Credit card refinancing,436xx,21.07,700,10353,Charged Off
66583801,33600, 36 months,10.78,1096.53,8 years,RENT,104000,Source Verified,debt_consolidation,Debt consolidation,441xx,14.01,690,42952,Fully Paid
68466922,17925, 60 months,17.27,448.09,10+ years,OWN,39000,Source Verified,debt_consolidation,Debt consolidation,432xx,27.78,720,102008,Charged Off
68585839,17475, 36 months,13.99,597.17,2 years,RENT,39750,Not Verified,debt_consolidation,Debt consolidation,604xx,23.58,695,32365,Charged Off
68476734,9000, 36 months,8.49,284.07,8 years,MORTGAGE,47000,Not Verified,debt_consolidation,Debt consolidation,346xx,8.43,675,9747,Fully Paid
68506789,12000, 60 months,9.8,253.79,10+ years,MORTGAGE,65000,Not Verified,debt_consolidation,Debt consolidation,660xx,23.84,785,181540,Fully Paid
68506793,4000, 36 months,9.17,127.52,2 years,RENT,44500,Verified,debt_consolidation,Debt consolidation,681xx,15.83,670,7980,Fully Paid
68496036,10500, 36 months,15.77,367.96,3 years,RENT,70100,Source Verified,credit_card,Credit card refinancing,661xx,8.51,660,26327,Fully Paid
68516507,14000, 36 months,9.8,450.43,4 years,MORTGAGE,100000,Not Verified,medical,Medical expenses,439xx,15.97,685,451137,Fully Paid
68377006,6000, 36 months,7.91,187.77,10+ years,MORTGAGE,105000,Not Verified,car,Car financing,431xx,14.45,685,182893,Fully Paid
68436917,16000, 60 months,12.88,363.07,10+ years,OWN,90000,Not Verified,home_improvement,Home improvement,064xx,6.39,700,224292,Charged Off
68416935,15000, 36 months,9.8,482.61,3 years,MORTGAGE,92000,Not Verified,debt_consolidation,Debt consolidation,973xx,13.89,680,312996,Fully Paid
68606528,12000, 36 months,9.17,382.55,4 years,MORTGAGE,39400,Not Verified,debt_consolidation,Debt consolidation,958xx,26.32,705,153211,Fully Paid
68446820,10000, 36 months,11.48,329.67,2 years,RENT,33000,Not Verified,debt_consolidation,Debt consolidation,477xx,21.75,710,23197,Fully Paid
68356922,4200, 36 months,13.99,143.53,2 years,RENT,32000,Source Verified,other,Other,377xx,31.02,705,38865,Fully Paid
68566702,35000, 60 months,20.5,937.06,8 years,MORTGAGE,120000,Source Verified,debt_consolidation,Debt consolidation,301xx,35.69,700,440222,Fully Paid
68426668,5475, 36 months,18.99,200.67,10+ years,MORTGAGE,108000,Verified,debt_consolidation,Debt consolidation,349xx,33.47,670,316524,Charged Off
68008783,16000, 60 months,7.91,323.74,2 years,MORTGAGE,60000,Not Verified,debt_consolidation,Debt consolidation,323xx,28.58,730,88386,Charged Off
68603265,6000, 36 months,13.44,203.44,3 years,OWN,38700,Source Verified,debt_consolidation,Debt consolidation,282xx,23.26,690,38464,Fully Paid
68546562,24000, 36 months,9.17,765.1,10+ years,MORTGAGE,75000,Source Verified,debt_consolidation,Debt consolidation,029xx,10.11,660,20031,Fully Paid
68387003,10000, 36 months,12.88,336.37,< 1 year,RENT,60000,Verified,debt_consolidation,Debt consolidation,986xx,3.3,715,6727,Fully Paid
68453388,6900, 36 months,19.89,256.05,10+ years,RENT,80000,Source Verified,debt_consolidation,Debt consolidation,112xx,9.57,665,4091,Fully Paid
68436772,22400, 60 months,9.8,473.74,10+ years,MORTGAGE,48000,Not Verified,credit_card,Credit card refinancing,245xx,28.48,705,35168,Charged Off
68356797,15975, 36 months,16.59,566.3,4 years,MORTGAGE,58800,Not Verified,debt_consolidation,Debt consolidation,910xx,20.45,665,10916,Fully Paid
67799534,21600, 36 months,13.44,732.38,9 years,MORTGAGE,54000,Verified,debt_consolidation,Debt consolidation,544xx,17.64,690,143634,Fully Paid
68366973,24000, 60 months,13.99,558.32,8 years,RENT,82193,Not Verified,credit_card,Credit card refinancing,461xx,29.92,695,90362,Charged Off
68376942,14400, 60 months,19.48,377.36,3 years,RENT,73320,Source Verified,debt_consolidation,Debt consolidation,136xx,17.02,660,42894,Charged Off
68339735,8000, 36 months,13.99,273.39,< 1 year,RENT,42000,Not Verified,other,,973xx,23.26,705,40965,Fully Paid
67355663,7000, 36 months,13.99,239.21,2 years,RENT,83000,Source Verified,debt_consolidation,Debt consolidation,197xx,21.96,680,77240,Fully Paid
68407187,20000, 36 months,10.78,652.7,< 1 year,OWN,55000,Not Verified,debt_consolidation,Debt consolidation,355xx,36.94,740,60903,Fully Paid
68476511,25825, 60 months,26.06,774.14,6 years,RENT,68000,Verified,debt_consolidation,Debt consolidation,207xx,31.68,675,72831,Charged Off
68366965,24575, 60 months,22.45,685.04,10+ years,MORTGAGE,92000,Verified,debt_consolidation,Debt consolidation,448xx,24.16,725,103632,Fully Paid
67267171,3200, 36 months,8.49,101.01,10+ years,RENT,30407,Not Verified,medical,Medical expenses,550xx,20.61,710,7804,Fully Paid
68406292,22875, 60 months,15.77,553.49,10+ years,MORTGAGE,137000,Not Verified,debt_consolidation,Debt consolidation,913xx,32.3,700,883789,Fully Paid
68616867,16000, 60 months,14.85,379.39,10+ years,MORTGAGE,80000,Not Verified,debt_consolidation,Debt consolidation,774xx,19.59,700,169184,Charged Off
68547447,35000, 36 months,13.44,1186.72,< 1 year,MORTGAGE,125000,Source Verified,debt_consolidation,Debt consolidation,551xx,24.19,710,521496,Fully Paid
68547538,2400, 36 months,17.27,85.89,2 years,MORTGAGE,52000,Verified,home_improvement,Home improvement,462xx,28.38,670,42039,Fully Paid
68516545,25000, 36 months,7.49,777.55,,MORTGAGE,132000,Not Verified,debt_consolidation,Debt consolidation,498xx,13.83,745,78666,Fully Paid
68426681,8800, 36 months,12.88,296,2 years,RENT,55000,Not Verified,credit_card,Credit card refinancing,010xx,35.52,715,95330,Fully Paid
68446591,2500, 36 months,11.48,82.42,,RENT,16488,Not Verified,debt_consolidation,Debt consolidation,064xx,38.06,770,20449,Fully Paid
68596872,8000, 36 months,5.32,240.92,1 year,RENT,50000,Not Verified,credit_card,Credit card refinancing,481xx,14.86,715,53525,Fully Paid
68376953,20000, 36 months,11.99,664.2,10+ years,MORTGAGE,78000,Not Verified,debt_consolidation,Debt consolidation,357xx,27.1,705,290569,Charged Off
68476522,35000, 60 months,12.88,794.21,10+ years,MORTGAGE,110000,Source Verified,major_purchase,Major purchase,211xx,13.39,695,318752,Charged Off
68537498,15000, 36 months,7.49,466.53,,MORTGAGE,45000,Verified,debt_consolidation,Debt consolidation,913xx,10.67,710,194062,Fully Paid
68496996,16000, 36 months,15.77,560.7,1 year,MORTGAGE,70000,Not Verified,debt_consolidation,Debt consolidation,088xx,8.78,705,178477,Charged Off
68375899,10800, 60 months,13.99,251.25,3 years,RENT,40000,Source Verified,debt_consolidation,Debt consolidation,334xx,26.13,665,25378,Fully Paid
68433333,7500, 36 months,17.97,271.04,10+ years,OWN,15000,Source Verified,debt_consolidation,Debt consolidation,327xx,37.2,685,15043,Fully Paid
68376899,16000, 36 months,10.78,522.16,5 years,RENT,63000,Not Verified,debt_consolidation,Debt consolidation,111xx,35.19,670,68741,Charged Off
68416736,9000, 36 months,5.32,271.04,10+ years,MORTGAGE,49000,Not Verified,credit_card,Credit card refinancing,926xx,21.63,755,51250,Fully Paid
68339774,9500, 36 months,15.77,332.92,10+ years,RENT,28000,Not Verified,other,,480xx,27.95,695,14767,Fully Paid
68376501,10000, 36 months,7.91,312.95,2 years,OWN,25000,Not Verified,debt_consolidation,Debt consolidation,913xx,29.91,740,22263,Charged Off
68566760,6000, 36 months,7.91,187.77,10+ years,MORTGAGE,49000,Not Verified,debt_consolidation,Debt consolidation,805xx,17.92,795,274367,Fully Paid
68487157,15600, 60 months,13.44,358.48,10+ years,MORTGAGE,52000,Not Verified,major_purchase,Major purchase,138xx,15.37,720,96594,Fully Paid
68487073,35000, 36 months,8.49,1104.71,< 1 year,OWN,90000,Source Verified,debt_consolidation,Debt consolidation,930xx,13.36,750,434242,Fully Paid
68132441,5000, 36 months,11.48,164.84,9 years,MORTGAGE,78000,Not Verified,debt_consolidation,Debt consolidation,770xx,21.21,700,151774,Fully Paid
68356747,20400, 60 months,18.49,523.48,2 years,MORTGAGE,75000,Source Verified,credit_card,Credit card refinancing,725xx,38.65,725,210761,Fully Paid
68192805,8000, 36 months,17.97,289.1,,MORTGAGE,33130,Not Verified,debt_consolidation,Debt consolidation,711xx,11.52,665,207921,Charged Off
68426783,16000, 36 months,10.78,522.16,3 years,RENT,87500,Not Verified,debt_consolidation,Debt consolidation,604xx,13.74,695,31768,Fully Paid
68376848,18000, 36 months,7.91,563.31,10+ years,MORTGAGE,80000,Not Verified,debt_consolidation,Debt consolidation,172xx,15.56,740,84064,Charged Off
68537213,35000, 36 months,9.17,1115.77,1 year,RENT,105000,Source Verified,debt_consolidation,Debt consolidation,322xx,25.07,690,103869,Fully Paid
68393340,13150, 36 months,5.32,396.01,1 year,RENT,40000,Not Verified,major_purchase,Major purchase,770xx,20.25,,29071,Fully Paid
68486949,5600, 36 months,9.17,178.53,8 years,RENT,48000,Source Verified,credit_card,Credit card refinancing,751xx,19.85,,21160,Fully Paid
68341730,23000, 36 months,9.8,739.99,9 years,MORTGAGE,90247,Not Verified,credit_card,,230xx,17.09,680,186007,Fully Paid
66405419,12600, 60 months,14.85,298.77,1 year,MORTGAGE,175000,Not Verified,credit_card,Debt consolidation,206xx,11.75,690,112859,Fully Paid
68407153,11000, 36 months,16.59,389.94,8 years,MORTGAGE,55000,Source Verified,debt_consolidation,Debt consolidation,606xx,16.85,735,260988,Fully Paid
67889874,4000, 36 months,11.99,132.84,3 years,RENT,41501,Source Verified,debt_consolidation,Debt consolidation,113xx,12.9,685,82347,Fully Paid
68341663,20000, 60 months,13.44,459.58,9 years,MORTGAGE,75000,Not Verified,debt_consolidation,,596xx,20.67,715,300744,Charged Off
68547380,20000, 36 months,11.48,659.33,5 years,RENT,60000,Not Verified,debt_consolidation,Debt consolidation,234xx,22.62,685,39394,Fully Paid
68516174,10000, 36 months,9.17,318.79,10+ years,MORTGAGE,59307,Not Verified,credit_card,Credit card refinancing,440xx,32.7,690,134518,Fully Paid
68436774,18850, 36 months,21.48,714.83,< 1 year,MORTGAGE,55000,Not Verified,debt_consolidation,Debt consolidation,894xx,15.56,700,236037,Charged Off
67327688,21000, 60 months,11.99,467.03,10+ years,MORTGAGE,82000,Not Verified,debt_consolidation,Debt consolidation,146xx,15.07,730,129615,Fully Paid
68547369,10500, 36 months,8.49,331.42,4 years,MORTGAGE,60000,Not Verified,debt_consolidation,Debt consolidation,250xx,15.39,685,107112,Fully Paid
68466869,4575, 36 months,17.27,163.73,5 years,RENT,56000,Not Verified,house,Home buying,080xx,10.03,665,2380,Charged Off
68496812,5000, 36 months,11.48,164.84,1 year,RENT,17000,Source Verified,other,Other,031xx,27.9,690,55327,Fully Paid
68436907,8000, 36 months,6.99,246.99,,MORTGAGE,45000,Not Verified,home_improvement,Home improvement,028xx,15.15,790,317061,Fully Paid
68496925,5000, 36 months,11.99,166.05,1 year,RENT,30000,Source Verified,debt_consolidation,Debt consolidation,208xx,9.16,675,5426,Charged Off
68476567,9075, 36 months,5.32,273.3,10+ years,MORTGAGE,40000,Not Verified,credit_card,Credit card refinancing,594xx,8.39,815,100468,Fully Paid
68547291,24000, 60 months,12.88,544.61,2 years,MORTGAGE,75181.21,Not Verified,debt_consolidation,Debt consolidation,242xx,31.57,720,276355,Charged Off
68616851,12500, 36 months,7.49,388.78,10+ years,RENT,52000,Not Verified,credit_card,Credit card refinancing,945xx,6.83,705,10009,Fully Paid
68375498,19600, 60 months,15.77,474.25,8 years,MORTGAGE,80000,Source Verified,debt_consolidation,Debt consolidation,038xx,18.99,710,341767,Charged Off
68466830,35000, 36 months,13.99,1196.05,2 years,MORTGAGE,90000,Source Verified,debt_consolidation,Debt consolidation,347xx,10.97,740,201577,Fully Paid
68593616,28000, 60 months,8.49,574.33,1 year,MORTGAGE,75000,Not Verified,debt_consolidation,Debt consolidation,301xx,24.83,685,365724,Fully Paid
68547492,14000, 60 months,15.77,338.75,1 year,RENT,45500,Not Verified,debt_consolidation,Debt consolidation,770xx,19.24,690,37485,Charged Off
68547446,16000, 36 months,9.8,514.78,,MORTGAGE,99906,Not Verified,credit_card,Credit card refinancing,117xx,6.97,660,426371,Fully Paid
68537494,14000, 36 months,5.32,421.61,4 years,RENT,120000,Not Verified,debt_consolidation,Debt consolidation,941xx,6.73,775,16909,Fully Paid
68366933,24000, 36 months,8.49,757.51,8 years,MORTGAGE,72000,Not Verified,debt_consolidation,Debt consolidation,770xx,22.8,715,74809,Fully Paid
66574010,35000, 36 months,13.99,1196.05,6 years,OWN,75000,Source Verified,debt_consolidation,Debt consolidation,346xx,18.19,685,52074,Fully Paid
